game_id,season,week,team,opponent,location,off_red_zone_app_perc,off_red_zone_eff,def_red_zone_app_perc,def_red_zone_eff
2006_03_JAX_IND,2006,3,JAX,IND,away,0.2727272727272727,0.6666666666666666,0.14285714285714285,0
2006_03_TEN_MIA,2006,3,MIA,TEN,home,0.16666666666666666,0.5,0.15384615384615385,0.5
2006_03_TEN_MIA,2006,3,TEN,MIA,away,0.08333333333333333,0,0.46153846153846156,0.5
2006_03_CHI_MIN,2006,3,MIN,CHI,home,0.18181818181818182,0,0.4,0.25
2006_03_CHI_MIN,2006,3,CHI,MIN,away,0.15384615384615385,0,0,0
2006_03_CIN_PIT,2006,3,PIT,CIN,home,0.5,0.3333333333333333,0.25,0.6666666666666666
2006_03_CIN_PIT,2006,3,CIN,PIT,away,0.23076923076923078,1,0.18181818181818182,0.5
2006_03_CAR_TB,2006,3,TB,CAR,home,0.3076923076923077,0.75,0.23076923076923078,0.6666666666666666
2006_03_CAR_TB,2006,3,CAR,TB,away,0.08333333333333333,1,0.25,0.3333333333333333
2006_03_BAL_CLE,2006,3,CLE,BAL,home,0.16666666666666666,0.5,0.3333333333333333,0.25
2006_03_BAL_CLE,2006,3,BAL,CLE,away,0.15384615384615385,0.5,0.08333333333333333,0
2006_03_STL_ARI,2006,3,ARI,LA,home,0.5,0.4,0.3076923076923077,0.5
2006_03_STL_ARI,2006,3,LA,ARI,away,0.2727272727272727,0.3333333333333333,0.09090909090909091,1
2006_03_NYG_SEA,2006,3,SEA,NYG,home,0.38461538461538464,1,0.09090909090909091,0
2006_03_NYG_SEA,2006,3,NYG,SEA,away,0.14285714285714285,1,0.5555555555555556,0.4
2006_03_PHI_SF,2006,3,SF,PHI,home,0.3076923076923077,0.75,0.46153846153846156,0.6666666666666666
2006_03_PHI_SF,2006,3,PHI,SF,away,0.35714285714285715,0.6,0.2222222222222222,0
2006_03_DEN_NE,2006,3,NE,DEN,home,0.16666666666666666,0.5,0.2,0.5
2006_03_DEN_NE,2006,3,DEN,NE,away,0.08333333333333333,0,0.4166666666666667,0
2006_03_ATL_NO,2006,3,NO,ATL,home,0.2727272727272727,0.3333333333333333,0.2727272727272727,0.6666666666666666
2006_03_ATL_NO,2006,3,ATL,NO,away,0.18181818181818182,0,0,0
2006_04_ARI_ATL,2006,4,ATL,ARI,home,0.5,0,0,0
2006_04_ARI_ATL,2006,4,ARI,ATL,away,0.08333333333333333,0,0.3076923076923077,0.5
2006_04_SD_BAL,2006,4,BAL,LAC,home,0.23076923076923078,0.6666666666666666,0.08333333333333333,0
2006_04_SD_BAL,2006,4,LAC,BAL,away,0.07692307692307693,0,0.07692307692307693,0
2006_04_MIN_BUF,2006,4,BUF,MIN,home,0.25,0.6666666666666666,0.2727272727272727,0.6666666666666666
2006_04_MIN_BUF,2006,4,MIN,BUF,away,0.08333333333333333,0,0.4,0.25
2006_04_NO_CAR,2006,4,CAR,NO,home,0.18181818181818182,1,0.25,0.3333333333333333
2006_04_NO_CAR,2006,4,NO,CAR,away,0.2,0.5,0.2727272727272727,0.6666666666666666
2006_04_MIA_HOU,2006,4,HOU,MIA,home,0.2727272727272727,0.6666666666666666,0.2222222222222222,0.5
2006_04_MIA_HOU,2006,4,MIA,HOU,away,0.3,0.3333333333333333,0.15384615384615385,0.5
2006_04_SF_KC,2006,4,KC,SF,home,0.3333333333333333,0.75,0.25,0.3333333333333333
2006_04_SF_KC,2006,4,SF,KC,away,0,0,0.46153846153846156,0.6666666666666666
2006_04_IND_NYJ,2006,4,NYJ,IND,home,0.25,0.6666666666666666,0.23076923076923078,0.6666666666666666
2006_04_IND_NYJ,2006,4,IND,NYJ,away,0.6,0.8333333333333334,0.2222222222222222,1
2006_04_DAL_TEN,2006,4,TEN,DAL,home,0.16666666666666666,0,0.46153846153846156,0.5
2006_04_DAL_TEN,2006,4,DAL,TEN,away,0.5454545454545454,0.8333333333333334,0.38461538461538464,0.6
2006_04_DET_STL,2006,4,LA,DET,home,0.35714285714285715,0.8,0.09090909090909091,1
2006_04_DET_STL,2006,4,DET,LA,away,0.35714285714285715,0.6,0.09090909090909091,0
2006_04_NE_CIN,2006,4,CIN,NE,home,0.08333333333333333,1,0.18181818181818182,0.5
2006_04_NE_CIN,2006,4,NE,CIN,away,0.3333333333333333,0.75,0.2,0.5
2006_04_CLE_OAK,2006,4,LV,CLE,home,0.09090909090909091,1,0.36363636363636365,0.75
2006_04_CLE_OAK,2006,4,CLE,LV,away,0.4166666666666667,0.6,0.3333333333333333,0.25
2006_04_JAX_WAS,2006,4,WAS,JAX,home,0.1875,0.6666666666666666,0.18181818181818182,0.5
2006_04_JAX_WAS,2006,4,JAX,WAS,away,0.07692307692307693,0,0.14285714285714285,0
2006_04_SEA_CHI,2006,4,CHI,SEA,home,0.38461538461538464,0.6,0,0
2006_04_SEA_CHI,2006,4,SEA,CHI,away,0.15384615384615385,0,0.09090909090909091,0
2006_04_GB_PHI,2006,4,PHI,GB,home,0.2857142857142857,0.5,0.2222222222222222,0
2006_04_GB_PHI,2006,4,GB,PHI,away,0.15384615384615385,0,0.36363636363636365,0
2006_05_CLE_CAR,2006,5,CAR,CLE,home,0.2,0.3333333333333333,0.25,0.3333333333333333
2006_05_CLE_CAR,2006,5,CLE,CAR,away,0.13333333333333333,0,0.3333333333333333,0.25
2006_05_BUF_CHI,2006,5,CHI,BUF,home,0.46153846153846156,0.6666666666666666,0,0
2006_05_BUF_CHI,2006,5,BUF,CHI,away,0.07692307692307693,1,0.2727272727272727,0.6666666666666666
2006_05_STL_GB,2006,5,GB,LA,home,0.36363636363636365,0.25,0.36363636363636365,0
2006_05_STL_GB,2006,5,LA,GB,away,0.45454545454545453,0.4,0.09090909090909091,1
2006_05_TEN_IND,2006,5,IND,TEN,home,0.3,0.6666666666666666,0.2222222222222222,1
2006_05_TEN_IND,2006,5,TEN,IND,away,0.18181818181818182,0.5,0.46153846153846156,0.5
2006_05_DET_MIN,2006,5,MIN,DET,home,0.23076923076923078,0.3333333333333333,0.4,0.25
2006_05_DET_MIN,2006,5,DET,MIN,away,0.15384615384615385,1,0.09090909090909091,0
2006_05_MIA_NE,2006,5,NE,MIA,home,0.45454545454545453,0.4,0.2,0.5
2006_05_MIA_NE,2006,5,MIA,NE,away,0.09090909090909091,1,0.15384615384615385,0.5
2006_05_TB_NO,2006,5,NO,TB,home,0.16666666666666666,0.5,0.2727272727272727,0.6666666666666666
2006_05_TB_NO,2006,5,TB,NO,away,0.23076923076923078,1,0.23076923076923078,0.6666666666666666
2006_05_WAS_NYG,2006,5,NYG,WAS,home,0.4444444444444444,0.25,0.5555555555555556,0.4
2006_05_WAS_NYG,2006,5,WAS,NYG,away,0,0,0.18181818181818182,0.5
2006_05_KC_ARI,2006,5,ARI,KC,home,0.07142857142857142,1,0.3076923076923077,0.5
2006_05_KC_ARI,2006,5,KC,ARI,away,0.2,0.6666666666666666,0.25,0.3333333333333333
2006_05_NYJ_JAX,2006,5,JAX,NYJ,home,0.38461538461538464,1,0.14285714285714285,0
2006_05_NYJ_JAX,2006,5,NYJ,JAX,away,0.07692307692307693,0,0.23076923076923078,0.6666666666666666
2006_05_OAK_SF,2006,5,SF,LV,home,0.4166666666666667,0.4,0.46153846153846156,0.6666666666666666
2006_05_OAK_SF,2006,5,LV,SF,away,0.25,0.3333333333333333,0.36363636363636365,0.75
2006_05_DAL_PHI,2006,5,PHI,DAL,home,0.1875,0.6666666666666666,0.2222222222222222,0
2006_05_DAL_PHI,2006,5,DAL,PHI,away,0.17647058823529413,0.6666666666666666,0.38461538461538464,0.6
2006_05_PIT_SD,2006,5,LAC,PIT,home,0.45454545454545453,0.2,0.07692307692307693,0
2006_05_PIT_SD,2006,5,PIT,LAC,away,0.1,1,0.25,0.6666666666666666
2006_05_BAL_DEN,2006,5,DEN,BAL,home,0.09090909090909091,1,0.4166666666666667,0
2006_05_BAL_DEN,2006,5,BAL,DEN,away,0.2,0,0.08333333333333333,0
2006_06_NYG_ATL,2006,6,ATL,NYG,home,0,0,0,0
2006_06_NYG_ATL,2006,6,NYG,ATL,away,0.4166666666666667,0.6,0.5555555555555556,0.4
2006_06_CAR_BAL,2006,6,BAL,CAR,home,0.16666666666666666,1,0.08333333333333333,0
2006_06_CAR_BAL,2006,6,CAR,BAL,away,0.25,0,0.25,0.3333333333333333
2006_06_HOU_DAL,2006,6,DAL,HOU,home,0.45454545454545453,0.6,0.38461538461538464,0.6
2006_06_HOU_DAL,2006,6,HOU,DAL,away,0.16666666666666666,0,0.2222222222222222,0.5
2006_06_BUF_DET,2006,6,DET,BUF,home,0.23076923076923078,0.3333333333333333,0.09090909090909091,0
2006_06_BUF_DET,2006,6,BUF,DET,away,0.07692307692307693,1,0.2727272727272727,0.6666666666666666
2006_06_PHI_NO,2006,6,NO,PHI,home,0.23076923076923078,0.6666666666666666,0.2727272727272727,0.6666666666666666
2006_06_PHI_NO,2006,6,PHI,NO,away,0.16666666666666666,1,0.2222222222222222,0
2006_06_SEA_STL,2006,6,LA,SEA,home,0.23076923076923078,1,0.09090909090909091,1
2006_06_SEA_STL,2006,6,SEA,LA,away,0.3333333333333333,0.5,0.09090909090909091,0
2006_06_CIN_TB,2006,6,TB,CIN,home,0.15384615384615385,1,0.23076923076923078,0.6666666666666666
2006_06_CIN_TB,2006,6,CIN,TB,away,0.08333333333333333,0,0.18181818181818182,0.5
2006_06_TEN_WAS,2006,6,WAS,TEN,home,0.15384615384615385,1,0.18181818181818182,0.5
2006_06_TEN_WAS,2006,6,TEN,WAS,away,0.38461538461538464,0.4,0.46153846153846156,0.5
2006_06_MIA_NYJ,2006,6,NYJ,MIA,home,0.16666666666666666,0,0.23076923076923078,0.6666666666666666
2006_06_MIA_NYJ,2006,6,MIA,NYJ,away,0.25,0.6666666666666666,0.15384615384615385,0.5
2006_06_KC_PIT,2006,6,PIT,KC,home,0.46153846153846156,0.6666666666666666,0.25,0.6666666666666666
2006_06_KC_PIT,2006,6,KC,PIT,away,0.16666666666666666,0.5,0.25,0.3333333333333333
2006_06_SD_SF,2006,6,SF,LAC,home,0.18181818181818182,1,0.46153846153846156,0.6666666666666666
2006_06_SD_SF,2006,6,LAC,SF,away,0.45454545454545453,0.8,0.07692307692307693,0
2006_06_OAK_DEN,2006,6,DEN,LV,home,0.3,0.3333333333333333,0.4166666666666667,0
2006_06_OAK_DEN,2006,6,LV,DEN,away,0.1111111111111111,0,0.36363636363636365,0.75
2006_06_CHI_ARI,2006,6,ARI,CHI,home,0.23529411764705882,0.25,0.3076923076923077,0.5
2006_06_CHI_ARI,2006,6,CHI,ARI,away,0.058823529411764705,0,0,0
2006_07_PIT_ATL,2006,7,ATL,PIT,home,0.3125,0.6,0,0
2006_07_PIT_ATL,2006,7,PIT,ATL,away,0.42857142857142855,0.8333333333333334,0.25,0.6666666666666666
2006_07_NE_BUF,2006,7,BUF,NE,home,0.09090909090909091,0,0.2727272727272727,0.6666666666666666
2006_07_NE_BUF,2006,7,NE,BUF,away,0.2727272727272727,1,0.2,0.5
2006_07_CAR_CIN,2006,7,CIN,CAR,home,0.25,0.6666666666666666,0.18181818181818182,0.5
2006_07_CAR_CIN,2006,7,CAR,CIN,away,0.16666666666666666,0.5,0.25,0.3333333333333333
2006_07_JAX_HOU,2006,7,HOU,JAX,home,0.38461538461538464,0.4,0.2222222222222222,0.5
2006_07_JAX_HOU,2006,7,JAX,HOU,away,0.08333333333333333,1,0.14285714285714285,0
2006_07_SD_KC,2006,7,KC,LAC,home,0.23076923076923078,1,0.25,0.3333333333333333
2006_07_SD_KC,2006,7,LAC,KC,away,0.23076923076923078,0.6666666666666666,0.07692307692307693,0
2006_07_GB_MIA,2006,7,MIA,GB,home,0.21428571428571427,0.6666666666666666,0.15384615384615385,0.5
2006_07_GB_MIA,2006,7,GB,MIA,away,0.21428571428571427,0.3333333333333333,0.36363636363636365,0
2006_07_DET_NYJ,2006,7,NYJ,DET,home,0.4444444444444444,0.75,0.23076923076923078,0.6666666666666666
2006_07_DET_NYJ,2006,7,DET,NYJ,away,0.3333333333333333,0.6666666666666666,0.09090909090909091,0
2006_07_PHI_TB,2006,7,TB,PHI,home,0.08333333333333333,0,0.23076923076923078,0.6666666666666666
2006_07_PHI_TB,2006,7,PHI,TB,away,0.2727272727272727,0.6666666666666666,0.2222222222222222,0
2006_07_DEN_CLE,2006,7,CLE,DEN,home,0.08333333333333333,1,0.3333333333333333,0.25
2006_07_DEN_CLE,2006,7,DEN,CLE,away,0.21428571428571427,0.6666666666666666,0.4166666666666667,0
2006_07_WAS_IND,2006,7,IND,WAS,home,0.5,0.6,0.2222222222222222,1
2006_07_WAS_IND,2006,7,WAS,IND,away,0.4,0.5,0.18181818181818182,0.5
2006_07_ARI_OAK,2006,7,LV,ARI,home,0.3076923076923077,0.25,0.36363636363636365,0.75
2006_07_ARI_OAK,2006,7,ARI,LV,away,0.14285714285714285,0,0.3076923076923077,0.5
2006_07_MIN_SEA,2006,7,SEA,MIN,home,0.07692307692307693,0,0.09090909090909091,0
2006_07_MIN_SEA,2006,7,MIN,SEA,away,0.14285714285714285,0.5,0.4,0.25
2006_07_NYG_DAL,2006,7,DAL,NYG,home,0.3333333333333333,0.5,0.38461538461538464,0.6
2006_07_NYG_DAL,2006,7,NYG,DAL,away,0.2857142857142857,0.5,0.5555555555555556,0.4
2006_08_SF_CHI,2006,8,CHI,SF,home,0.5833333333333334,0.5714285714285714,0,0
2006_08_SF_CHI,2006,8,SF,CHI,away,0.16666666666666666,0.5,0.46153846153846156,0.6666666666666666
2006_08_ATL_CIN,2006,8,CIN,ATL,home,0.3,0.6666666666666666,0.18181818181818182,0.5
2006_08_ATL_CIN,2006,8,ATL,CIN,away,0.25,0.6666666666666666,0,0
2006_08_ARI_GB,2006,8,GB,ARI,home,0.4,1,0.36363636363636365,0
2006_08_ARI_GB,2006,8,ARI,GB,away,0.2222222222222222,1,0.3076923076923077,0.5
2006_08_SEA_KC,2006,8,KC,SEA,home,0.5454545454545454,0.6666666666666666,0.25,0.3333333333333333
2006_08_SEA_KC,2006,8,SEA,KC,away,0.16666666666666666,1,0.09090909090909091,0
2006_08_BAL_NO,2006,8,NO,BAL,home,0.23076923076923078,0,0.2727272727272727,0.6666666666666666
2006_08_BAL_NO,2006,8,BAL,NO,away,0.23076923076923078,1,0.08333333333333333,0
2006_08_TB_NYG,2006,8,NYG,TB,home,0.2,0.6666666666666666,0.5555555555555556,0.4
2006_08_TB_NYG,2006,8,TB,NYG,away,0,0,0.23076923076923078,0.6666666666666666
2006_08_JAX_PHI,2006,8,PHI,JAX,home,0.16666666666666666,0,0.2222222222222222,0
2006_08_JAX_PHI,2006,8,JAX,PHI,away,0.2727272727272727,0.3333333333333333,0.14285714285714285,0
2006_08_HOU_TEN,2006,8,TEN,HOU,home,0,0,0.46153846153846156,0.5
2006_08_HOU_TEN,2006,8,HOU,TEN,away,0.3076923076923077,0.75,0.2222222222222222,0.5
2006_08_STL_SD,2006,8,LAC,LA,home,0.2727272727272727,0.6666666666666666,0.07692307692307693,0
2006_08_STL_SD,2006,8,LA,LAC,away,0.36363636363636365,0.75,0.09090909090909091,1
2006_08_NYJ_CLE,2006,8,CLE,NYJ,home,0.25,0.3333333333333333,0.3333333333333333,0.25
2006_08_NYJ_CLE,2006,8,NYJ,CLE,away,0.08333333333333333,0,0.23076923076923078,0.6666666666666666
2006_08_IND_DEN,2006,8,DEN,IND,home,0.4444444444444444,1,0.4166666666666667,0
2006_08_IND_DEN,2006,8,IND,DEN,away,0.5,0.6,0.2222222222222222,1
2006_08_PIT_OAK,2006,8,LV,PIT,home,0.07142857142857142,0,0.36363636363636365,0.75
2006_08_PIT_OAK,2006,8,PIT,LV,away,0.2857142857142857,0,0.25,0.6666666666666666
2006_08_DAL_CAR,2006,8,CAR,DAL,home,0.07692307692307693,1,0.25,0.3333333333333333
2006_08_DAL_CAR,2006,8,DAL,CAR,away,0.4166666666666667,0.8,0.38461538461538464,0.6
2006_08_NE_MIN,2006,8,MIN,NE,home,0.23076923076923078,0,0.4,0.25
2006_08_NE_MIN,2006,8,NE,MIN,away,0.46153846153846156,0.6666666666666666,0.2,0.5
2006_09_CIN_BAL,2006,9,BAL,CIN,home,0.35714285714285715,0.2,0.08333333333333333,0
2006_09_CIN_BAL,2006,9,CIN,BAL,away,0.16666666666666666,0.5,0.18181818181818182,0.5
2006_09_GB_BUF,2006,9,BUF,GB,home,0.14285714285714285,0.5,0.2727272727272727,0.6666666666666666
2006_09_GB_BUF,2006,9,GB,BUF,away,0.23076923076923078,0.3333333333333333,0.36363636363636365,0
2006_09_MIA_CHI,2006,9,CHI,MIA,home,0.07692307692307693,0,0,0
2006_09_MIA_CHI,2006,9,MIA,CHI,away,0.3333333333333333,0.4,0.15384615384615385,0.5
2006_09_ATL_DET,2006,9,DET,ATL,home,0.5,0.16666666666666666,0.09090909090909091,0
2006_09_ATL_DET,2006,9,ATL,DET,away,0.2727272727272727,0.6666666666666666,0,0
2006_09_TEN_JAX,2006,9,JAX,TEN,home,0.25,0.6666666666666666,0.14285714285714285,0
2006_09_TEN_JAX,2006,9,TEN,JAX,away,0,0,0.46153846153846156,0.5
2006_09_HOU_NYG,2006,9,NYG,HOU,home,0.5,0.5,0.5555555555555556,0.4
2006_09_HOU_NYG,2006,9,HOU,NYG,away,0.125,1,0.2222222222222222,0.5
2006_09_KC_STL,2006,9,LA,KC,home,0.2727272727272727,0.6666666666666666,0.09090909090909091,1
2006_09_KC_STL,2006,9,KC,LA,away,0.2727272727272727,1,0.25,0.3333333333333333
2006_09_NO_TB,2006,9,TB,NO,home,0.07692307692307693,1,0.23076923076923078,0.6666666666666666
2006_09_NO_TB,2006,9,NO,TB,away,0.23076923076923078,0.6666666666666666,0.2727272727272727,0.6666666666666666
2006_09_DAL_WAS,2006,9,WAS,DAL,home,0.23076923076923078,0.3333333333333333,0.18181818181818182,0.5
2006_09_DAL_WAS,2006,9,DAL,WAS,away,0.45454545454545453,0.4,0.38461538461538464,0.6
2006_09_MIN_SF,2006,9,SF,MIN,home,0.16666666666666666,0,0.46153846153846156,0.6666666666666666
2006_09_MIN_SF,2006,9,MIN,SF,away,0.09090909090909091,0,0.4,0.25
2006_09_DEN_PIT,2006,9,PIT,DEN,home,0.38461538461538464,0.4,0.25,0.6666666666666666
2006_09_DEN_PIT,2006,9,DEN,PIT,away,0.3076923076923077,0.75,0.4166666666666667,0
2006_09_CLE_SD,2006,9,LAC,CLE,home,0.21428571428571427,0.6666666666666666,0.07692307692307693,0
2006_09_CLE_SD,2006,9,CLE,LAC,away,0.46153846153846156,0.16666666666666666,0.3333333333333333,0.25
2006_09_IND_NE,2006,9,NE,IND,home,0.36363636363636365,0.5,0.2,0.5
2006_09_IND_NE,2006,9,IND,NE,away,0.5,0.5,0.2222222222222222,1
2006_09_OAK_SEA,2006,9,SEA,LV,home,0.25,0,0.09090909090909091,0
2006_09_OAK_SEA,2006,9,LV,SEA,away,0,0,0.36363636363636365,0.75
2006_10_CLE_ATL,2006,10,ATL,CLE,home,0.13333333333333333,0.5,0,0
2006_10_CLE_ATL,2006,10,CLE,ATL,away,0.13333333333333333,1,0.3333333333333333,0.25
2006_10_SD_CIN,2006,10,CIN,LAC,home,0.38461538461538464,0.6,0.18181818181818182,0.5
2006_10_SD_CIN,2006,10,LAC,CIN,away,0.42857142857142855,1,0.07692307692307693,0
2006_10_SF_DET,2006,10,DET,SF,home,0.4,0.25,0.09090909090909091,0
2006_10_SF_DET,2006,10,SF,DET,away,0.2727272727272727,0,0.46153846153846156,0.6666666666666666
2006_10_BUF_IND,2006,10,IND,BUF,home,0.3,0.6666666666666666,0.2222222222222222,1
2006_10_BUF_IND,2006,10,BUF,IND,away,0.3,0,0.2727272727272727,0.6666666666666666
2006_10_HOU_JAX,2006,10,JAX,HOU,home,0.18181818181818182,0.5,0.14285714285714285,0
2006_10_HOU_JAX,2006,10,HOU,JAX,away,0.4166666666666667,0.2,0.2222222222222222,0.5
2006_10_KC_MIA,2006,10,MIA,KC,home,0.15384615384615385,0.5,0.15384615384615385,0.5
2006_10_KC_MIA,2006,10,KC,MIA,away,0.15384615384615385,0.5,0.25,0.3333333333333333
2006_10_GB_MIN,2006,10,MIN,GB,home,0.15384615384615385,0.5,0.4,0.25
2006_10_GB_MIN,2006,10,GB,MIN,away,0.3076923076923077,0.25,0.36363636363636365,0
